L3,EB501,EB502,EB503,EB504,EB505,EB506,EB507,EB508,EB509,EB510,EB511,EB512,EB513,EB514,EB515,EB516,EB517,EB518,EB519,EB520,EB521,EB522,EB523,EB524,EB525,EB526,EB527,EB530,EB531,EB532,EB533,EB534,EB535,EB536,EB537,EB538,EB539,EB540,EB541,EB542,EB543,EB544,EB545,EB546,EB547,EB548,EB550,EB551,EB552,EB553,EB554,EB555,EB556,EB557,EB558,EB559,EB560,EB561,EB562,EB563,EB564,EB565,EB566,EB567,EB568,EB569,EB570,EB571,EB572,EB573,EB574,EB575,EB576,EB577,EB578,EB579,EB580,EB582,EB583,EB584,EB585,EB586,EB587,EB588,EB589,EB590,EB591,EB592,EB593,EB594,EB595,EB596,EB601,EB602,EB603,EB604,EB605,EB606,EB607,EB608,EB609,EB610,EB611,EB612,EB613,EB614,EB615,EB616,EB617,EB618,EB619,EB620,EB621,EB622,EB623,EB624,EB625,EB626,EB627,EB628,EB629,EB630,EB631,EB632,EB633,EB634,EB635,EB636,EB637,EB638,EB639,EB640,EB642,EB643,EB644,EB645,EB646,EB647,EB648,EB649,EB650,EB651,EB652,EB653,EB654,EB655,EB656,EB657,EB658,EB659,EB660,EB1,EB10,EB11,EB12,EB13,EB14,EB15,EB16,EB17,EB18,EB19,EB2,EB20,EB21,EB22,EB23,EB24,EB25,EB26,EB3,EB4,EB41,EB42,EB43,EB44,EB45,EB46,EB47,EB5,EB6,EB7,EB8,EB9,EB202,EB203,EB204,EB205,EB206,EB207,EB208,EB209,EB210,EB211,EB212,EB213,EB214,EB215,EB216,EB217,EB218,EB219,EB220,EB221,EB222,EB223,EB224,EB225,EB226,EB227,EB228,EB229,EB230,EB231,EB232,EB233,EB234,EB235,EB236,EB237,EB238,EB239,EB240,EB241,EB242,EB243,EB244,EB245,EB246,EB247,EB248,EB249,EB250,EB251,EB252,EB253,EB254,EB255,EB256,EB257,EB258,EB259,EB260,EB261,EB262,EB263,EB265,EB266,EB267,EB268,EB269,EB270,EB271,EB272,EB273,EB274,EB275,EB276,EB277,EB278,EB279,EB280,EB281,EB282,EB356,EB357,EB358,EB359,EB360,EB361,EB362,EB363,EB364,EB365,EB366,EB367,EB368,EB369,EB370,EB371,EB372,EB373,EB374,EB375,EB376,EB377,EB378,EB379,EB380,EB381,EB382,EB383,EB384,EB385,EB386,EB387,EB388,EB389,EB390,EB391,EB392,EB393,EB394,EB395,EB396
Gregarinomorphea,0.051323609,0.120018217,0.139188914,0,0.010520846,0.216261729,0.014131678,0.010491768,0.02572287,0.006082725,0.007754296,0.020471993,0.022379269,0,0.001874693,0.103966734,0.007287181,0.001141715,0.002040221,0.019250965,0,0.019955924,0.018186444,0.001637733,0.011340997,0.014795474,0.001805648,0,0,0,0.280756096,0,0.140428791,0,0,0,0,0.030683935,0.021255904,0,0.034751348,0.00431429,0.053608072,0.010378391,0.027031087,0,0,0.001313321,0.023060797,0,0,0,0,0.002591932,0.009458792,0,0.018827122,0,0.001833901,0.243847874,0,0.016286165,0,0,0.005486168,0.015890182,0.05208152,0.03318918,0.069666022,0.000149441,0,0.019245323,0.012846867,0.002791414,0.022349445,0.048847206,0.258849556,0.045833332,0.004412991,0.050380227,0.003814506,0.012246766,0.026554623,0.062143965,0.009184226,0.019674787,0.014463264,0.081596053,0.008873148,0.063666367,0.109737719,0.037465018,0.003554694,0.044729769,0.07895959,0.06312936,0.011210222,0.017233602,0.004262372,0.034337479,0.006286757,0.036815162,0.036251981,0.136149474,0.015667486,0.031347546,0.118993991,0.050907122,0.005886908,0.011199602,0.031736598,0.127377525,0.001718213,0.024511883,0.188373569,0.13154754,0.022436768,0.008364591,0.112369338,0.015556719,0.019516386,0.017009849,0.07575251,0.12195364,0.038878007,0.050198152,0.258961091,0.397416182,0.033379346,0.031473535,0.404341591,0.345657648,0.003139868,0.078927773,0.108838384,0.003952031,0.028517508,0.00390625,0.029797378,0.013811772,0.00872079,0.12380038,0.135289641,0.005626124,0.008430786,0.034820989,0.024706403,0.009348118,0.008827239,0.058336207,0.051523604,0.009398233,0.002248875,0.002307998,0.004129722,0.003839285,0.004753605,0,0,0,0,0.019379845,0.012637008,0.015719697,0.125182748,0.103533708,0.019008705,0.005108274,0.009320579,0.041941186,0,0,0.139530357,0,0.001238967,0.085106381,0.014357053,0,0.003940332,0.004397216,0.014876395,0,0.015270605,0.011539758,0.06967213,0.001860754,0,0.007664793,0.009634845,0.029792503,0.007581039,0,0.012215151,0.030050934,0,0.00365938,0.000366456,0.02972125,0,0.006379378,0.015954835,0.02136007,0,0.028542646,0,0.013278389,0,0.006477265,0,0.021905892,0,0.063101041,0.005611672,0.005872996,0.04116351,0,0.000487925,0.004902805,0,0.00391976,0.005813338,0.018484288,0.00431857,0.114741495,0,0.01154896,0.001397368,0.002831429,0.001985917,0,0.001894216,0.014514234,0.010193133,0,0.000694445,0.003616459,0.023278851,0.054977146,0.000604668,0.002260445,0.00162767,0.001411433,0.028314225,0.00510416,0.010523908,0.007919124,0.008452327,0.006746476,0.024714287,0.028409075,0.022941227,0.021978019,0.008729936,0.013822611,0.009743252,0.028947366,0.083873982,0.01053179,0.004109686,0.047080174,0.00784194,0.001983564,0.008813219,0.001934455,0.102309293,0.005803437,0.039595416,0.006794958,0.035816618,0.111019376,0.049277457,0.006404855,0.090743857,0.091172067,0.032916644,0.02679691,0.04494382,0.099951362,0.015435704,0.005477424,0.039308465,0.02153716,0.013589977,0.129827544,0.027759419,0.027686941,0.030760927,0.007831263,0.027634429,0.032166509,0.00168853,0.033259591,0.018308631,0.058956913,0.044562874,0.033101047,0.014481789,0.033982853,0.244831369,0.042677504,0.011402947,0.022688725,0.150403816,0.029654735,0.020945334
Heterotrichea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001526136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001508599,0.000520867,0,0,0,0.001541624,0,0,0,0,0,0,0.000633713,0,0,0.008067226,0,0,0,0.000944836,0.003474557,0,0,0,0.001354157,0,0,0.009057129,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000103322,0,0,0.004034582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003992265,0,0,0,0,0,0.001677501,0,0,0,0,0.009277032,0.002286585,0,0,0.000429143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004618937,0,0,0,0,0,0.004346135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004578755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00521774,0,0,0,0,0,0,0,0.000761808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003083755,0,0,0,0.002023121,0,0,0,0.00022191,0,0,0,0.000448712,0,0,0,0,0.001093029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008383081,0,0,0.001721087,0,0
Karyorelictea,0,0,0,0,0,0,0,0,0,0.002128954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00043516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000432479,0,0,0,0,0.005530973,0,0.002081599,0,0,0,0,0.002796479,0,0,0.002761828,0.002017486,0,0,0.004454761,0.0094791,0,0,0,0,0,0,0,0,0,0,0.004160063,0,0,0,0,0.00216626,0,0,0,0,0,0,0.000635323,0,0,0,0.001866601,0,0,0,0,0.001783238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009277032,0.010289635,0,0,0.00349436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000211715,0,0,0.000228781,0,0,0,0,0,0,0,0,0,0,0,0.002253215,0,0,0,0.003462675,0,0,0,0,0,0,0,0,0,0,0,0,0.001897443,0,0,0,0,0,0,0,0,0,0.002307505,0.00892267,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000191938,0,0,0,0.001721087,0.010379156,0
Labyrinthulomycetes,0.001512696,0.059553631,0.025881393,0,0.003506948,0.058455617,0.029978763,0.013773808,0.001502065,0.03163017,0.008666565,0,0.05630153,0.0051395,0,0.013115804,0.001987412,0.002997003,0,0.009450471,0.006460956,0.003244368,0.047691722,0.002146043,0,0.006962577,0.000574524,0,0,0,0,0.006986899,0,0.005110733,0,0,0,0,0,0,0,0.003529874,0.004189466,0,0,0,0,0,0.000931749,0,0,0,0,0.001619958,0,0,0,0,0.011789363,0.078299776,0,0,0,0,0.002918175,0.00266223,0,0.009554461,0.008919851,0.003064962,0.000971535,0.008433346,0.00508165,0.00221388,0.002312011,0.032043767,0.003318585,0.002583334,0.006161532,0.008871989,0.005612772,0.001831292,0.014789916,0.026204039,0.001140525,0.004745096,0.032996587,0.033400584,0.001218629,0,0.021646379,0.020763744,0.002625626,0.000477755,0.00743149,0.007164989,0.000964319,0,0.015391901,0,0.002568782,0,0.013470682,0.019171406,0.005179335,0.002457329,0.001876877,0.002572433,0.007900852,0.000995521,0.006299775,0.009452449,0.00698024,0.000318336,0.008153323,0.006232594,0.007789697,0.001462865,0.009457442,0.011012061,0,0.009735899,0.013377927,0.031305727,0.006705216,0,0.02539774,0.00522916,0.001254863,0,0,0.026117056,0.004091341,0.014296351,0.011616161,0.006677569,0.005871251,0.003205129,0.004290822,0.002220988,0.002216334,0.011516314,0.016006097,0.002552056,0.001359804,0.016613534,0.008420121,0.001292824,0,0.004401105,0.010183144,0,0,0,0.001579011,0.001785713,0,0,0,0,0,0,0.001225017,0,0.024488304,0.013952274,0.003730681,0.002887285,0,0.016872889,0,0.007702677,0.009859886,0,0.010686077,0.047357584,0.011860176,0.003199699,0.00548832,0,0,0,0.001796541,0.000505392,0,0,0.003562946,0,0.01073949,0,0.00479261,0,0.00554301,0.002546689,0.02011946,0.01265948,0.003237036,0.006091933,0,0.005858613,0.004786452,0.011987795,0.018363344,0,0.059548254,0.022893773,0,0.01051754,0.005027985,0.004665876,0.009438341,0.002371229,0,0.007218891,0.005112383,0.003058294,0,0.005504904,0.001905896,0.008146954,0.002219639,0.011090574,0,0.01018643,0,0.001819836,0.013385305,0.004954999,0.001263765,0.021473008,0.002331342,0.002810852,0.005042918,0.000673077,0,0.002834523,0.01114413,0.016632809,0.000362802,0.002331085,0.003797898,0.003810867,0.001231054,0.001365067,0.00754976,0.001600674,0.006148412,0.00250936,0.006857143,0.0095811,0.008306307,0.010799545,0.01727213,0.018759258,0.006056617,0.004244483,0.00341867,0.002600442,0.00956565,0.004910857,0.006008758,0.00396713,0.003505258,0.002218934,0.009700927,0,0.011594918,0.009803414,0.015759312,0.009844394,0.005780345,0.005225012,0.005880309,0.01261791,0.01412827,0.008118276,0.013424777,0.058487355,0.014448535,0.005230694,0.031847134,0.055320943,0.005405677,0.021131895,0.021150033,0.056027905,0.032379922,0.060770597,0.008739806,0.00449385,0.005325366,0.004882142,0.006227425,0.003259637,0.140151947,0.027293844,0.017291688,0,0.061303762,0.033024258,0.003907752,0,0.03446953,0.023300149,0.012776653
Litostomatea,0,0,0,0,0,0.000481116,0,0,0,0.001520682,0,0,0,0,0,0,0,0,0,0,0,0,0.00063589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020053475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009755606,0.001432385,0,0,0.00032436,0,0,0,0.004493943,0,0,0.003830142,0.003062947,0,0,0.007394958,0.015328845,0,0,0.003488625,0.008069941,0,0,0.018634708,0.019319311,0,0,0.003019043,0,0,0,0,0.004845166,0,0,0.001386688,0.00666125,0,0,0.001876877,0.002030869,0,0,0.002971593,0,0,0,0.001694198,0.007558679,0,0.000337584,0.003982081,0.002447126,0,0,0.007190636,0.003071132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006078054,0.008003048,0,0,0.002206964,0.006758254,0,0,0.001812219,0.001063911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002207506,0.000642776,0,0,0.008108459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004269045,0,0,0.004347253,0.004713805,0,0,0,0,0,0,0.001152871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000568397,0.000938703,0,0.000394996,0.0024618,0,0,0,0.001708124,0.000407373,0,0,0,0,0,0.000370052,0,0,0.000254049,0,0,0,0,0.000887639,0,0,0,0.00107691,0,0,0.001689189,0,0.010201604,0.007600793,0.004142141,0,0,0.00332945,0,0,0.003585324,0,0,0.001700874,0,0,0,0,0.009653246,0,0,0.000812774,0.007201864,0
MAST,0,0.034388521,0.019156307,0.048717947,0.085205873,0.013350976,0.007923543,0.010061337,0.043559894,0.022201945,0.184126498,0.027864656,0.033215548,0.147209983,0.007696102,0.041586692,0.027823783,0.130583705,0.007286505,0.068603428,0.247744237,0.023996076,0.054559326,0.131360494,0.027126435,0.055120395,0.015676297,0.259702726,0.010291324,0,0,0.067248909,0,0,0,0,0,0.002558865,0,0,0.014679448,0.0096091,0.014449384,0.000966932,0.031386094,0,0.008085467,0.116697934,0.001048219,0.134376514,0,0.027164821,0,0.065770291,0.007896035,0,0.030021626,0,0,0.049217002,0.035606971,0.004231451,0,0,0.063032568,0.060232945,0.028392266,0.02675249,0.010873103,0.087239294,0.071116292,0.026164992,0.006794565,0.049571663,0.007266322,0.029308322,0.006637169,0.054666668,0.044379683,0.021863119,0.076562586,0.026668193,0.032268907,0.026721908,0.093703142,0.013656617,0.03990116,0.024994394,0.105182988,0.027602761,0.026352186,0.014624898,0.0905639,0.012779935,0.028564795,0.015491867,0.068105111,0.014075612,0.052806062,0.02548978,0.058541201,0.030715609,0.04437401,0.01413485,0.108507057,0.038387461,0.032657657,0.017600866,0.106222541,0.028621205,0.060858197,0.03481268,0.064862546,0.028544143,0.025307074,0.021084739,0.126951212,0.01192798,0.051393731,0.026568784,0.015834049,0.101947178,0.030769227,0.020903505,0.022699368,0.015191546,0.03133985,0.010150724,0.013740745,0.004621987,0.008545942,0.002359975,0.053901047,0.036783322,0.005303032,0.053079854,0.032291884,0.052083334,0.025029796,0.075166572,0.063599134,0.017594369,0.009908538,0.054869208,0.010334511,0.022253553,0.014181253,0.043707425,0.023959647,0.01872627,0.019910328,0,0.02223888,0.008038201,0.003643872,0.008214285,0.013468546,0,0.003259296,0.005027866,0.02811606,0.054694228,0.000838168,0.005113636,0.008040937,0.008214892,0.001954165,0.007329261,0.00294334,0.08806042,0.012345679,0.0768342,0.006681369,0.002962022,0.083165553,0,0,0.010163749,0,0.014657383,0,0.002589715,0.01280036,0.004969678,0.020105165,0.096759187,0.155977831,0.082268778,0.097146368,0.093481361,0.082055306,0.045190961,0.125744196,0.125976231,0.09755842,0.077737117,0.12838209,0.057411853,0.099380393,0.177971618,0.169734905,0.147122928,0.114993761,0.187486007,0,0.046703295,0.111111111,0.099852498,0.113746324,0.050771054,0.089586881,0.016203399,0.02312009,0.181818184,0.052710445,0.099562389,0.026510531,0.094615518,0.011018463,0.115287064,0.107071132,0.11589649,0.106256908,0.025754373,0,0.0144187,0.013973672,0.091515827,0.013179278,0.0363235,0.083636895,0.010834568,0.005364807,0.089326921,0.005694445,0.098426352,0.01052501,0.021457592,0.018744707,0.003779156,0.107358431,0.020254058,0.026236822,0.097513205,0.061999542,0.012384161,0.022756154,0.088362359,0.039428574,0.091466148,0.00474646,0.110269039,0.138928002,0.082771104,0.096247535,0.089473686,0.001670486,0.129892082,0.143059584,0.103875306,0.015480192,0.083026353,0.066900352,0.112653561,0.030806361,0.045146214,0.039842115,0.228227616,0.030085959,0.071260722,0.038005779,0.152620933,0.014674043,0.053080981,0.043124415,0.141178802,0.007587918,0.030155641,0.015794672,0.133678779,0.039308465,0.036951013,0.181166006,0.010080155,0.021150033,0.067364294,0.080302212,0.061710349,0.012402197,0.005439925,0.167099583,0.067129455,0.135010587,0.007086168,0.006009751,0.004645761,0.104830863,0.01610808,0.010121358,0.005715739,0.15451632,0.012682319,0.022661048,0.004871849,0.167841944
MOCH,0.020097244,0.02197677,0.004483391,0,0.019872712,0.02634111,0,0,0.01220428,0.018856447,0.003040901,0,0.001177856,0.005323055,0.000296005,0,0.003312354,0.004709576,0,0,0.007909102,0,0.007630673,0.006438133,0,0.003916449,0,0,0,0,0,0.03886463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020637899,0,0,0,0,0.020424404,0.012959663,0,0,0.00432515,0,0,0,0,0,0,0,0.005719622,0.00266223,0,0.005430957,0.000781301,0.002167899,0.002623144,0.002378636,0,0.001925114,0,0,0,0,0.002414655,0.002534854,0.005394801,0,0.003697479,0,0.006422954,0,0.006686535,0.000560413,0.001523287,0,0.00520768,0.006680509,0.004806915,0,0.002554575,0.002517428,0.002772421,0,0.006630359,0.001474616,0.002636383,0,0.00237718,0.000974817,0.002201217,0,0,0.001760087,0.005473791,0,0.002615001,0.004956772,0.004080756,0.000530561,0.002647183,0.001723909,0.013233484,0,0.00447984,0.003146303,0,0.00682632,0.006521739,0.0063404,0.005659447,0,0.003641939,0.011893775,0.006525285,0.015736768,0.016779989,0.007237256,0.007088489,0.002680565,0.001515151,0.008040338,0.001887188,0.005909455,0.001430274,0.006315936,0.003950854,0.00543826,0.003048779,0.003248072,0.002175687,0.003003923,0.00199424,0.004276266,0.001134931,0,0.000987918,0,0,0,0,0.001160714,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0221758,0,0.017331022,0.002919043,0,0,0,0,0,0,0,0,0,0,0,0,0.007443015,0.00989707,0.043944813,0.020558455,0.011922761,0.016033462,0,0.013754876,0,0.016504244,0.011175948,0.015146885,0.008122577,0.020167659,0.033459184,0.023318608,0,0.01818506,0.010073876,0,0.012362637,0,0.015263258,0.005407457,0.022301306,0.004177626,0.019233303,0,0.003303561,0.00502424,0.019247983,0.008701308,0.010063651,0,0.007301515,0.010041222,0.017005545,0.012654416,0.005958101,0,0,0.005957196,0.004752758,0,0.005017057,0,0,0,0.004903847,0,0.014368097,0.001238237,0.003936008,0,0,0.009426925,0.00345801,0.003077632,0.009199359,0.005147563,0.003454085,0.003519435,0.010901315,0.000857143,0.012533415,0.005062891,0.010325881,0.023843049,0.005594866,0.011454905,0.008404075,0.001515092,0.010921855,0.009140508,0.008006832,0,0.013034855,0.007310967,0.006599905,0.005536627,0.015073861,0.011224867,0.042844548,0,0.013274054,0.013872832,0.025282319,0.000160372,0.012618,0.009542129,0.020130685,0.000729607,0.007417316,0.011128066,0.028867509,0.023475888,0.020903715,0.018743053,0.01505951,0.009253137,0.002834096,0.001834862,0.02276287,0.010321293,0.009697257,0.007403555,0.017621481,0.021297796,0.000283447,0.007824017,0.00116144,0.027612666,0,0.008250649,0.000889115,0.019538757,0,0.014724849,0,0.016965719
Monothalamids,0,0.005124117,0,0,0.000519548,0,0,0,0,0,0,0,0.000942285,0,0,0,0,0,0,0,0,0.000122508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004425223,0.000976626,0.001046572,0,0.002270515,0,0,0,0,0.003318585,0,0,0,0.000762902,0,0.002352941,0.006421543,0,0,0.003197908,0.001120826,0,0,0.007654661,0.000993049,0,0,0,0.002130131,0,0,0,0,0,0,0.001980983,0,0,0,0,0,0.000309837,0,0.001901818,0,0,0,0,0.000530433,0,0,0,0.00034959,0,0,0,0.001783238,0,0,0,0,0,0,0,0,0,0,0,0.000817662,0,0.000500801,0,0,0,0,0.002286585,0.000928021,0,0.005333496,0.001994238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001700887,0,0,0,0,0,0,0,0,0.000128278,0,0,0,0,0,0.00146825,0,0,0,0,0,0.00038429,0,0.007024029,0.000602591,0.001153181,0,0,0,0,0,0,0.001602798,0,0,0,0,0,0.000619117,0,0,0,0,0,0,0,0,0,0.00014132,0.000863878,0,0.000222817,0,0.002557787,0.000657091,0,0,0.00016978,0.00182588,0,0.000637711,0,0,0.0008501,0.000500752,0,0,0,0,0,0,0,0.001589595,0,0,0.002561549,0.00103558,0.000396013,0,0,0.000897425,0.000296076,0,0,0.000858846,0.002428954,0.00528751,0,0,0,0,0.003784294,0.000194831,0.003585324,0,0,0,0,0.000162109,0,0,0,0,0,0.000621503,0,0.000977449
Nassophorea,0,0.002163516,0.00040758,0,0,0,0,0,0,0,0.01094724,0.015638328,0,0.005873715,0.004933399,0,0.005299769,0.004281433,0.002331681,0,0.00846608,0.002203722,0,0.014514036,0.004597702,0.004496664,0.003036769,0,0.004960947,0,0,0.040902475,0,0.00681431,0,0,0,0.003950529,0,0,0.027112044,0,0.012995895,0.020498936,0,0,0.017163374,0.003752346,0.048334497,0,0,0.010435752,0.038594164,0.008585776,0.044415199,0.014528096,0.018063859,0,0,0.008948547,0,0,0,0,0.007003618,0.007321132,0.004354642,0.016192294,0.002083469,0.008372581,0.003788983,0.01005514,0,0.009048032,0,0.020906603,0,0.003083333,0.008326396,0.006548374,0.008936844,0.001945748,0.007731093,0.001657173,0.008944114,0.004224292,0.003488625,0.002577897,0.004760274,0.009720972,0,0,0.010987236,0.003881755,0.014166279,0.00697134,0.009281581,0.008391229,0.002841582,0.005266483,0.006286757,0,0.004952457,0.000974817,0.008027967,0.014810387,0,0.004738695,0.01125742,0.007466401,0.013788185,0.009106629,0.01267182,0.005305602,0.008153325,0.007028246,0.006977652,0.005926482,0.007839722,0,0.048975084,0.007945389,0.009197325,0.005151575,0.000615158,0.009907529,0,0,0,0,0,0,0.002093245,0.009381981,0.003787879,0.003338785,0.007548752,0.003104968,0.005601907,0.002082176,0.005155384,0.00543826,0,0.009222202,0.002447648,0.002758704,0,0.007259709,0.008070618,0.010182948,0.006307471,0.002665171,0.012243878,0.016951851,0.021863233,0.039375001,0.014577721,0.015364583,0,0.003149989,0.005476094,0,0.001740812,0,0,0.01173556,0.006573103,0.007329261,0.026244788,0.006267074,0.016904083,0.011168882,0.000518942,0.006664551,0,0,0.004369538,0.009599096,0.003095975,0.005374374,0.003062787,0.001109879,0.006512463,0.011118601,0,0.00496201,0.00277118,0,0.002147898,0,0.011240851,0.026794641,0.00431123,0,0,0,0.005435778,0,0,0.004426506,0.005031909,0,0.003387414,0,0.001026695,0.008699634,0,0.005451163,0,0.003242388,0,0,0.030527497,0.00122354,0,0,0,0.001548254,0.002501489,0.004534624,0.004756369,0.002033272,0.004720298,0,0,0.033317001,0.006766199,0.000808979,0.003249684,0.002809552,0.003351305,0.01052793,0,0.001153846,0.002708333,0.001466133,0.007677068,0.006475367,0.001330271,0.002048528,0.005222109,0.000423429,0.007771024,0.006350527,0.00377488,0.006655434,0.001554772,0.006499653,0.013857142,0.010249549,0.011312397,0.003220917,0.003660941,0.003620207,0.003818302,0.002037351,0.001515092,0.006111038,0.004605683,0.003629764,0.004582951,0.0008501,0.009514271,0.007737821,0,0,0,0.004875771,0.009551099,0.003620197,0.002601156,0.003118153,0.000534574,0.000758977,0.001405429,0.003366115,0.000729607,0,0.000538455,0.003651617,0.004367607,0,0.006112963,0.005586592,0,0.00501417,0.008958446,0,0,0,0.00857254,0.003432757,0.004981941,0.001842404,0,0,0.004539069,0,0,0.001270163,0.002626521,0,0.000430271,0.003177293,0.002373805
Noctilucophyceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004770193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002916666,0.001248959,0.017427123,0,0.00080119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003078381,0,0.000540797,0,0,0,0,0.002722985,0,0.005821825,0,0.00447984,0,0,0,0,0,0,0.000511294,0.00405108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001284491,0,0.001767677,0,0,0,0,0,0.000240905,0,0,0,0.008158825,0.000919568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000252696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009309841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007647711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
